agegroup5yr,location,count
9,A10513S1S,318
16,A10513S1S,9226
11,A10513S1S,4127
5,A10513S1S,4431
,A10514C1C,115720
18,A10514C1C,3704
6,A10514C1C,7716
7,A10514C1C,9980
19,A10514C1C,5825
14,A10514C1C,7840
2,A10514C1C,2274
3,A10514C1C,7812
10,A10514C1C,5441
8,A10514C1C,5119
13,A10514C1C,7201
17,A10514C1C,5791
4,A10514C1C,5228
1,A10514C1C,7584
15,A10514C1C,9693
12,A10514C1C,1226
9,A10514C1C,7475
5,A10514C1C,4883
16,A10514C1C,8756
11,A10514C1C,2172
,A10514C2C,95258
6,A10514C2C,2759
18,A10514C2C,4482
7,A10514C2C,6932
19,A10514C2C,2310
14,A10514C2C,5651
2,A10514C2C,7097
10,A10514C2C,9014
3,A10514C2C,4546
8,A10514C2C,1138
17,A10514C2C,8134
13,A10514C2C,2454
4,A10514C2C,4827
1,A10514C2C,8930
15,A10514C2C,234
12,A10514C2C,2624
5,A10514C2C,9525
16,A10514C2C,3359
11,A10514C2C,9320
9,A10514C2C,1922
,A10514C3C,66455
4,A10514C3C,2721
17,A10514C3C,62
13,A10514C3C,3232
15,A10514C3C,2636
1,A10514C3C,3931
12,A10514C3C,5571
5,A10514C3C,1717
11,A10514C3C,2120
16,A10514C3C,6776
9,A10514C3C,7303
14,A10514C3C,2669
7,A10514C3C,5529
19,A10514C3C,2334
6,A10514C3C,1916
18,A10514C3C,4012
10,A10514C3C,1438
3,A10514C3C,2550
2,A10514C3C,2240
8,A10514C3C,7698
,A10514C4C,94684
12,A10514C4C,2649
5,A10514C4C,5203
11,A10514C4C,5076
16,A10514C4C,2343
9,A10514C4C,4557
4,A10514C4C,9795
17,A10514C4C,2035
13,A10514C4C,869
15,A10514C4C,9091
1,A10514C4C,7528
8,A10514C4C,8586
14,A10514C4C,7132
7,A10514C4C,381
19,A10514C4C,9833
18,A10514C4C,1808
6,A10514C4C,102
10,A10514C4C,6279
3,A10514C4C,2601
2,A10514C4C,8816
,A10514S1S,99479
17,A10514S1S,5667
13,A10514S1S,6969
4,A10514S1S,730
1,A10514S1S,1605
15,A10514S1S,4926
12,A10514S1S,3101
5,A10514S1S,8275
16,A10514S1S,3591
11,A10514S1S,7185
9,A10514S1S,6676
6,A10514S1S,9662
18,A10514S1S,5705
7,A10514S1S,3953
19,A10514S1S,1591
14,A10514S1S,9326
2,A10514S1S,9860
10,A10514S1S,1548
3,A10514S1S,3375
8,A10514S1S,5734
,A10514S2S,87979
12,A10514S2S,1294
16,A10514S2S,1846
11,A10514S2S,6320
5,A10514S2S,3897
9,A10514S2S,6531
4,A10514S2S,6747
17,A10514S2S,475
13,A10514S2S,5712
1,A10514S2S,4431
15,A10514S2S,2642
8,A10514S2S,6180
6,A10514S2S,2535
18,A10514S2S,6728
14,A10514S2S,3053
19,A10514S2S,2473
7,A10514S2S,6735
10,A10514S2S,8181
3,A10514S2S,5348
2,A10514S2S,6851
,A10516S1S,95634
10,A10516S1S,4787
3,A10516S1S,1884
2,A10516S1S,9880
14,A10516S1S,33
7,A10516S1S,4847
19,A10516S1S,5520
18,A10516S1S,1271
6,A10516S1S,7410
8,A10516S1S,4067
15,A10516S1S,6923
1,A10516S1S,6097
4,A10516S1S,2620
17,A10516S1S,5987
13,A10516S1S,1120
5,A10516S1S,2644
16,A10516S1S,8564
11,A10516S1S,5107
9,A10516S1S,7938
12,A10516S1S,8935
,A10517S1S,95297
12,A10517S1S,2834
5,A10517S1S,299
11,A10517S1S,7425
16,A10517S1S,7411
9,A10517S1S,6706
4,A10517S1S,6080
17,A10517S1S,5263
13,A10517S1S,2353
15,A10517S1S,936
1,A10517S1S,1278
8,A10517S1S,8198
14,A10517S1S,8237
7,A10517S1S,5000
19,A10517S1S,3435
6,A10517S1S,2369
18,A10517S1S,4289
10,A10517S1S,8889
3,A10517S1S,9180
2,A10517S1S,5115
,A10519C1C,77318
9,A10519C1C,2980
5,A10519C1C,1918
11,A10519C1C,376
16,A10519C1C,1636
12,A10519C1C,1158
15,A10519C1C,2477
1,A10519C1C,5938
4,A10519C1C,8097
13,A10519C1C,2670
17,A10519C1C,7015
8,A10519C1C,9926
3,A10519C1C,6117
10,A10519C1C,4116
2,A10519C1C,5248
14,A10519C1C,2450
7,A10519C1C,6129
19,A10519C1C,7110
6,A10519C1C,1711
18,A10519C1C,246
,A10519S1S,81201
7,A10519S1S,3181
19,A10519S1S,5789
14,A10519S1S,3003
18,A10519S1S,122
6,A10519S1S,5118
2,A10519S1S,6435
3,A10519S1S,4148
10,A10519S1S,2836
8,A10519S1S,9131
13,A10519S1S,171
17,A10519S1S,8368
4,A10519S1S,3877
15,A10519S1S,8483
1,A10519S1S,167
12,A10519S1S,4931
9,A10519S1S,5276
5,A10519S1S,4329
11,A10519S1S,3107
16,A10519S1S,2729
,B11107S1S,87897
17,B11107S1S,2875
13,B11107S1S,5830
4,B11107S1S,2528
15,B11107S1S,4746
1,B11107S1S,1930
12,B11107S1S,4222
16,B11107S1S,9078
11,B11107S1S,1384
5,B11107S1S,9435
9,B11107S1S,3874
19,B11107S1S,4946
7,B11107S1S,593
14,B11107S1S,6669
18,B11107S1S,189
6,B11107S1S,8743
2,B11107S1S,6966
10,B11107S1S,3596
3,B11107S1S,3501
8,B11107S1S,6792
,D10108S2S,111350
1,D10108S2S,9649
15,D10108S2S,6929
13,D10108S2S,3042
17,D10108S2S,6530
4,D10108S2S,5661
9,D10108S2S,7326
16,D10108S2S,8805
11,D10108S2S,3494
5,D10108S2S,3462
12,D10108S2S,3653
2,D10108S2S,7481
3,D10108S2S,4136
10,D10108S2S,9719
6,D10108S2S,241
18,D10108S2S,8761
19,D10108S2S,3043
7,D10108S2S,8307
14,D10108S2S,9572
8,D10108S2S,1539
,D10109S1S,94626
16,D10109S1S,1695
11,D10109S1S,9590
5,D10109S1S,8812
9,D10109S1S,7823
12,D10109S1S,5703
15,D10109S1S,986
1,D10109S1S,9737
17,D10109S1S,4617
13,D10109S1S,4892
4,D10109S1S,4816
8,D10109S1S,2484
2,D10109S1S,3460
10,D10109S1S,5626
3,D10109S1S,33
19,D10109S1S,1184
7,D10109S1S,6239
14,D10109S1S,4250
18,D10109S1S,7191
6,D10109S1S,5488
,D10109S2S,102643
8,D10109S2S,5314
2,D10109S2S,2743
10,D10109S2S,7880
3,D10109S2S,1638
7,D10109S2S,6848
19,D10109S2S,491
14,D10109S2S,9319
18,D10109S2S,276
6,D10109S2S,192
5,D10109S2S,7608
16,D10109S2S,9905
11,D10109S2S,6494
9,D10109S2S,5440
12,D10109S2S,4802
15,D10109S2S,5443
1,D10109S2S,7840
17,D10109S2S,7535
13,D10109S2S,4947
4,D10109S2S,7928
,E06000001,78422
12,E06000001,7095
5,E06000001,612
16,E06000001,7773
11,E06000001,593
9,E06000001,5934
4,E06000001,2198
17,E06000001,4342
13,E06000001,1042
1,E06000001,8540
15,E06000001,2772
8,E06000001,6082
18,E06000001,6139
6,E06000001,8306
14,E06000001,2934
7,E06000001,444
19,E06000001,799
10,E06000001,5265
3,E06000001,357
2,E06000001,7195
,E06000002,91518
1,E06000002,5603
15,E06000002,1376
13,E06000002,4403
17,E06000002,7635
4,E06000002,2339
9,E06000002,7192
11,E06000002,340
16,E06000002,2762
5,E06000002,5437
12,E06000002,4757
2,E06000002,2897
3,E06000002,5646
10,E06000002,8870
6,E06000002,1425
18,E06000002,9519
19,E06000002,5522
7,E06000002,7222
14,E06000002,5995
8,E06000002,2578
,E06000003,80344
4,E06000003,1984
17,E06000003,5715
13,E06000003,7249
15,E06000003,1582
1,E06000003,674
12,E06000003,1611
16,E06000003,3184
11,E06000003,1738
5,E06000003,5777
9,E06000003,5486
14,E06000003,281
19,E06000003,6970
7,E06000003,5524
18,E06000003,6685
6,E06000003,7349
10,E06000003,4858
3,E06000003,8109
2,E06000003,1957
8,E06000003,3611
,E06000004,117313
5,E06000004,4162
16,E06000004,6890
11,E06000004,7279
9,E06000004,9377
12,E06000004,9938
1,E06000004,5403
15,E06000004,867
17,E06000004,4424
13,E06000004,7751
4,E06000004,9086
8,E06000004,7798
2,E06000004,7804
10,E06000004,5462
3,E06000004,6235
6,E06000004,5381
18,E06000004,6294
7,E06000004,7053
19,E06000004,1213
14,E06000004,4896
,E06000005,86207
11,E06000005,6316
16,E06000005,885
5,E06000005,3471
9,E06000005,4537
12,E06000005,3121
1,E06000005,7327
15,E06000005,132
17,E06000005,5745
13,E06000005,2683
4,E06000005,8390
8,E06000005,1734
2,E06000005,8935
10,E06000005,5687
3,E06000005,5132
6,E06000005,8157
18,E06000005,489
19,E06000005,7292
7,E06000005,5101
14,E06000005,1073
,E06000047,108947
12,E06000047,4629
5,E06000047,4795
16,E06000047,9917
11,E06000047,9804
9,E06000047,843
17,E06000047,3398
13,E06000047,2260
4,E06000047,889
1,E06000047,9830
15,E06000047,2660
8,E06000047,9814
6,E06000047,7435
18,E06000047,21
7,E06000047,9336
19,E06000047,3673
14,E06000047,8560
2,E06000047,5858
10,E06000047,9737
3,E06000047,5488
,E06000048,81028
12,E06000048,6997
5,E06000048,3610
16,E06000048,3266
11,E06000048,4870
9,E06000048,4084
4,E06000048,1909
17,E06000048,1994
13,E06000048,1870
15,E06000048,9764
1,E06000048,9396
8,E06000048,6567
14,E06000048,139
7,E06000048,8241
19,E06000048,4520
18,E06000048,2534
6,E06000048,3048
10,E06000048,2000
3,E06000048,5258
2,E06000048,961
,E08000020,93798
8,E08000020,8529
14,E08000020,6039
19,E08000020,6634
7,E08000020,922
18,E08000020,8059
6,E08000020,2030
10,E08000020,660
3,E08000020,9772
2,E08000020,4073
12,E08000020,8619
11,E08000020,2391
16,E08000020,4323
5,E08000020,4175
9,E08000020,1269
4,E08000020,6690
17,E08000020,4757
13,E08000020,3238
15,E08000020,7878
1,E08000020,3740
,E08000021,95542
9,E08000021,2567
16,E08000021,7931
11,E08000021,9568
5,E08000021,1569
12,E08000021,4357
1,E08000021,6595
15,E08000021,2354
13,E08000021,6074
17,E08000021,5139
4,E08000021,1484
8,E08000021,283
2,E08000021,6007
3,E08000021,8466
10,E08000021,1655
18,E08000021,7407
6,E08000021,3124
19,E08000021,7058
7,E08000021,7772
14,E08000021,6132
,E08000022,86001
8,E08000022,1469
7,E08000022,7039
19,E08000022,2808
14,E08000022,3684
18,E08000022,6290
6,E08000022,8611
2,E08000022,911
10,E08000022,6599
3,E08000022,3775
12,E08000022,8923
5,E08000022,8451
16,E08000022,488
11,E08000022,6050
9,E08000022,4465
17,E08000022,2422
13,E08000022,1816
4,E08000022,1099
15,E08000022,9988
1,E08000022,1113
,E08000023,83637
12,E08000023,6173
11,E08000023,6049
16,E08000023,5608
5,E08000023,2528
9,E08000023,2917
4,E08000023,3050
17,E08000023,4234
13,E08000023,334
15,E08000023,9643
1,E08000023,409
8,E08000023,8793
14,E08000023,748
19,E08000023,4835
7,E08000023,437
6,E08000023,3694
18,E08000023,5636
10,E08000023,7708
3,E08000023,5575
2,E08000023,5266
,E08000024,102082
3,E08000024,8024
10,E08000024,3781
2,E08000024,8774
14,E08000024,5343
7,E08000024,4490
19,E08000024,6179
18,E08000024,5445
6,E08000024,741
8,E08000024,3246
15,E08000024,6391
1,E08000024,6569
4,E08000024,8334
13,E08000024,6678
17,E08000024,5890
9,E08000024,6544
5,E08000024,2091
16,E08000024,236
11,E08000024,9764
12,E08000024,3562
,E12000001,101416
3,E12000001,7157
10,E12000001,5433
2,E12000001,8789
14,E12000001,5723
7,E12000001,5086
19,E12000001,938
6,E12000001,9961
18,E12000001,8438
8,E12000001,2719
15,E12000001,1472
1,E12000001,3831
4,E12000001,4183
13,E12000001,4407
17,E12000001,7942
9,E12000001,5695
5,E12000001,2331
11,E12000001,4990
16,E12000001,9479
12,E12000001,2842
,G11210S1S,97517
8,G11210S1S,7919
10,G11210S1S,3328
3,G11210S1S,7196
2,G11210S1S,5328
18,G11210S1S,6484
6,G11210S1S,3745
14,G11210S1S,6057
19,G11210S1S,498
7,G11210S1S,7627
11,G11210S1S,8345
16,G11210S1S,8263
5,G11210S1S,9666
9,G11210S1S,1351
12,G11210S1S,1442
1,G11210S1S,7874
15,G11210S1S,4619
4,G11210S1S,23
17,G11210S1S,6569
13,G11210S1S,1183
,X99999X1X,119032
16,X99999X1X,6532
11,X99999X1X,9424
5,X99999X1X,6064
9,X99999X1X,732
12,X99999X1X,9398
1,X99999X1X,8898
15,X99999X1X,4401
17,X99999X1X,3995
13,X99999X1X,5921
4,X99999X1X,5989
8,X99999X1X,9679
2,X99999X1X,285
10,X99999X1X,7188
3,X99999X1X,8009
18,X99999X1X,8906
6,X99999X1X,5196
19,X99999X1X,8098
7,X99999X1X,8679
14,X99999X1X,1638
,E06000048,101416
14,E06000048,5723
12,E06000048,2842
5,E06000048,2331
4,E06000048,4183
13,E06000048,4407
9,E06000048,5695
11,E06000048,4990
18,E06000048,8438
16,E06000048,9479
1,E06000048,3831
19,E06000048,938
17,E06000048,7942
8,E06000048,2719
15,E06000048,1472
2,E06000048,8789
6,E06000048,9961
3,E06000048,7157
7,E06000048,5086
10,E06000048,5433
,E12000001,8316831
7,E12000001,482444
10,E12000001,434254
17,E12000001,425378
19,E12000001,441207
15,E12000001,414786
8,E12000001,452220
1,E12000001,456013
3,E12000001,403225
2,E12000001,477162
6,E12000001,388989
16,E12000001,452334
18,E12000001,388027
5,E12000001,426456
14,E12000001,443484
12,E12000001,452349
13,E12000001,404231
4,E12000001,421958
11,E12000001,496691
9,E12000001,455623
,921,8418247
10,921,439687
7,921,487530
2,921,485951
6,921,398950
3,921,410382
1,921,459844
17,921,433320
19,921,442145
8,921,454939
15,921,416258
16,921,461813
18,921,396465
11,921,501681
9,921,461318
14,921,449207
12,921,455191
5,921,428787
4,921,426141
13,921,408638
,,8418247
10,,439687
7,,487530
2,,485951
6,,398950
3,,410382
1,,459844
17,,433320
19,,442145
8,,454939
15,,416258
16,,461813
18,,396465
11,,501681
9,,461318
14,,449207
12,,455191
5,,428787
4,,426141
13,,408638
